Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S37612597,Red-breasted Merganser,Mergus serrator,666,12,CA-MB,Churchill and Northern Manitoba,L5933844,Churchill--Old Coast,58.7651811,-94.1029644,2017-06-15,12:30 PM,IBA Canada (protocol),23,1,.805,,3
S37557565,Red-breasted Merganser,Mergus serrator,666,1,CA-MB,Churchill and Northern Manitoba,L558737,Churchill--Old Dump,58.7573396,-94.0307808,2017-06-12,08:45 AM,IBA Canada (protocol),36,1,1.609,,2
S37765354,Red-breasted Merganser,Mergus serrator,666,25,CA-MB,Churchill and Northern Manitoba,L984916,Churchill--Prince of Wales Fort NHS,58.7970708,-94.2132568,2017-06-23,12:45 PM,IBA Canada (protocol),405,1,4.828,,3,,,Includes short boat trip past mouth of river
S38290102,Red-breasted Merganser,Mergus serrator,666,10,CA-MB,Churchill and Northern Manitoba,L984916,Churchill--Prince of Wales Fort NHS,58.7970708,-94.2132568,2017-07-21,08:15 AM,IBA Canada (protocol),565,1,4.828,,2,,,"Includes trip up from Crocket's Point. Counts are conservative, and a more robust survey is needed."
S27530869,Red-breasted Merganser,Mergus serrator,666,3,US-ME,Cumberland,L272667,Dyer Point,43.5653323,-70.1971416,2016-02-13,03:20 PM,eBird - Stationary Count,25,1,,,3,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S27530578,Red-breasted Merganser,Mergus serrator,666,2,US-ME,Cumberland,L4253258,Portland Fish Pier,43.650505,-70.252918,2016-02-13,02:08 PM,eBird - Traveling Count,11,1,4.828,,1,,,"Cold, partly cloudy, and windy <br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S34957248,Red-breasted Merganser,Mergus serrator,666,8,US-ME,Cumberland,L581494,Scarborough Marsh--Nature Center,43.565902,-70.3747487,2017-03-04,11:15 AM,eBird - Traveling Count,80,1,.805,,5,,,"Very cold and windy day, wind chill -8 degrees Fahrenheit p"
S33968618,Red-breasted Merganser,Mergus serrator,666,2,US-ME,Cumberland,L842144,Two Lights SP,43.5589517,-70.2049971,2017-01-27,01:00 PM,eBird - Stationary Count,60,1,,,9
S31861611,Red-breasted Merganser,Mergus serrator,666,6,US-ME,Cumberland,L131686,Wolfe's Neck Woods SP,43.8212814,-70.0819397,2016-10-02,03:30 PM,eBird - Traveling Count,20,1,.805,,3,,,<br />Submitted from eBird Android 1.3
S26960793,Red-breasted Merganser,Mergus serrator,666,4,US-CT,Fairfield,L481657,Ash Creek,41.1447941,-73.2348633,2016-01-17,01:00 PM,eBird - Stationary Count,30,1,,,4
S26960679,Red-breasted Merganser,Mergus serrator,666,4,US-CT,Fairfield,L480147,Burying Hill Beach,41.1157344,-73.3192134,2016-01-17,12:00 PM,eBird - Stationary Count,30,1,,,4
S26513922,Red-breasted Merganser,Mergus serrator,666,4,US-CT,Fairfield,L806220,Captain's Cove,41.1576067,-73.2167637,2015-12-29,03:00 PM,eBird - Stationary Count,60,1,,,1
S26798251,Red-breasted Merganser,Mergus serrator,666,2,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-01-09,03:15 PM,eBird - Stationary Count,30,1,,,1
S26875883,Red-breasted Merganser,Mergus serrator,666,6,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-01-13,12:45 PM,eBird - Stationary Count,30,1,,,1
S26891112,Red-breasted Merganser,Mergus serrator,666,3,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-01-14,01:00 PM,eBird - Stationary Count,120,1,,,1
S28124715,Red-breasted Merganser,Mergus serrator,666,6,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-03-12,04:00 PM,eBird - Stationary Count,41,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S28217952,Red-breasted Merganser,Mergus serrator,666,10,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2016-03-14,02:30 PM,eBird - Stationary Count,31,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S33887121,Red-breasted Merganser,Mergus serrator,666,2,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2017-01-14,03:00 PM,eBird - Stationary Count,20,1,,,2
S35255191,Red-breasted Merganser,Mergus serrator,666,1,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2017-03-18,01:34 PM,eBird - Stationary Count,5,1,,,1
S42466418,Red-breasted Merganser,Mergus serrator,666,2,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2018-02-03,04:45 PM,eBird - Stationary Count,20,1,,,1
S42484418,Red-breasted Merganser,Mergus serrator,666,1,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2018-02-04,10:55 AM,eBird - Stationary Count,10,1,,,1
S42495686,Red-breasted Merganser,Mergus serrator,666,4,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2018-02-04,04:10 PM,eBird - Stationary Count,12,1,,,1
S26843789,Red-breasted Merganser,Mergus serrator,666,3,US-CT,Fairfield,L4151223,Saint Mary's by the Sea,41.1441962,-73.234123,2016-01-11,02:30 PM,eBird - Traveling Count,30,1,1.609,,1
S26961152,Red-breasted Merganser,Mergus serrator,666,20,US-CT,Fairfield,L280564,Sherwood Island State Park,41.1157809,-73.3305955,2016-01-17,02:00 PM,eBird - Traveling Count,120,1,4.828,,1
S28146373,Red-breasted Merganser,Mergus serrator,666,28,US-CT,Fairfield,L280564,Sherwood Island State Park,41.1157809,-73.3305955,2016-03-13,02:48 PM,eBird - Traveling Count,109,1,4.023,,2,,,<br />Submitted from eBird Android 1.0.2
S41324332,Red-breasted Merganser,Mergus serrator,666,1,US-CT,Fairfield,L280564,Sherwood Island State Park,41.1157809,-73.3305955,2017-12-26,10:30 AM,eBird - Traveling Count,90,1,1.609,,2
S50215994,Red-breasted Merganser,Mergus serrator,666,1,US-CT,Fairfield,L280564,Sherwood Island State Park,41.1157809,-73.3305955,2018-11-25,12:43 PM,eBird - Traveling Count,85,1,1.255,,2
S26960517,Red-breasted Merganser,Mergus serrator,666,5,US-CT,Fairfield,L249800,Short Beach Park,41.1648434,-73.1104136,2016-01-17,11:00 AM,eBird - Traveling Count,45,1,2.414,,4
S26843937,Red-breasted Merganser,Mergus serrator,666,5,US-CT,Fairfield,L611064,Stratford Point,41.1533577,-73.1033278,2016-01-11,01:00 PM,eBird - Traveling Count,60,1,1.609,,1
S35296317,Red-breasted Merganser,Mergus serrator,666,1,US-CA,Marin,L434201,Muir Beach,37.8599891,-122.5762117,2017-03-19,11:00 AM,eBird - Traveling Count,120,1,6.437,,2
S28472488,Red-breasted Merganser,Mergus serrator,666,15,US-CT,New Haven,L298379,Hammonasset Beach SP,41.2619859,-72.5548234,2016-03-21,01:30 PM,eBird - Traveling Count,150,1,2.414,,1,,,<br />Submitted from eBird Android 1.0.2
S28488487,Red-breasted Merganser,Mergus serrator,666,8,US-CT,New Haven,L109204,Hammonasset Beach SP--Meig's Point,41.2490558,-72.5442213,2016-03-22,11:30 AM,eBird - Traveling Count,80,1,1.609,,1,,,"Waiting on photos for comparisons of rare gull spp. No mew, but may have had Iceland and Cali<br />Submitted from eBird Android 1.0.2"
S26617813,Red-breasted Merganser,Mergus serrator,666,14,US-CT,New Haven,L109216,Milford Pt. (CT Audubon),41.1754303,-73.1032485,2016-01-02,02:15 PM,eBird - Traveling Count,120,1,4.023,,2,,,Walk from coastal inlet at point down across beach to observation tower
S28235563,Red-breasted Merganser,Mergus serrator,666,50,US-CT,New Haven,L109216,Milford Pt. (CT Audubon),41.1754303,-73.1032485,2016-03-15,01:00 PM,eBird - Traveling Count,120,1,2.414,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S28251329,Red-breasted Merganser,Mergus serrator,666,30,US-CT,New Haven,L109216,Milford Pt. (CT Audubon),41.1754303,-73.1032485,2016-03-16,02:55 PM,eBird - Traveling Count,26,1,1.609,,1,,,All duck spp. represented but did not count numerous large rafts beyond bin range<br />Submitted from eBird Android 1.0.2
S28466599,Red-breasted Merganser,Mergus serrator,666,8,US-CT,New Haven,L109216,Milford Pt. (CT Audubon),41.1754303,-73.1032485,2016-03-21,12:10 PM,eBird - Traveling Count,15,1,.805,,1,,,<br />Submitted from eBird Android 1.0.2
S54930366,Red-breasted Merganser,Mergus serrator,666,2,US-CT,New Haven,L109216,Milford Pt. (CT Audubon),41.1754303,-73.1032485,2019-04-13,05:15 PM,eBird - Traveling Count,80,1,3.219,,1
S26676340,Red-breasted Merganser,Mergus serrator,666,2,US-CT,New Haven,L109217,Milford Pt.--sandbars,41.1725812,-73.1003666,2016-01-04,02:00 PM,eBird - Traveling Count,60,1,2.414,,1
S28238878,Red-breasted Merganser,Mergus serrator,666,12,US-CT,New Haven,L3917623,Walnut Beach,41.1956917,-73.077364,2016-03-15,06:33 PM,eBird - Traveling Count,60,1,1.609,,2,,,<br />Submitted from eBird Android 1.0.2
S28508599,Red-breasted Merganser,Mergus serrator,666,12,US-CT,New Haven,L126465,West Haven,41.2706985,-72.947052,2016-03-23,01:00 PM,eBird - Stationary Count,60,1,,,1
S63570651,Red-breasted Merganser,Mergus serrator,666,5,US-RI,Newport,L231740,Beavertail State Park,41.4500329,-71.3990868,2020-01-19,12:10 PM,eBird - Traveling Count,135,1,1.609,,2
S52774687,Red-breasted Merganser,Mergus serrator,666,3,US-RI,Newport,L140043,Sachuest Point NWR,41.4799232,-71.2431946,2019-02-16,10:30 AM,eBird - Traveling Count,140,1,3.5,,18
S27233837,Red-breasted Merganser,Mergus serrator,666,2,US-ME,Sagadahoc,L523357,"Head Beach, Phippsburg",43.7191948,-69.8511171,2016-01-31,01:30 PM,eBird - Traveling Count,60,1,4.828,,1
S36688396,Red-breasted Merganser,Mergus serrator,666,6,US-ME,Sagadahoc,L523264,Merrymeeting Bay,43.9755223,-69.8709869,2017-05-09,02:15 PM,eBird - Traveling Count,120,1,8.047,,3
S25935894,Red-breasted Merganser,Mergus serrator,666,7,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2015-11-21,02:00 PM,eBird - Traveling Count,130,1,3.219,,4
S27334623,Red-breasted Merganser,Mergus serrator,666,6,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2016-02-06,01:31 PM,eBird - Traveling Count,95,1,4.828,,4,,,<br />Submitted from eBird Android 1.0.1
S52779536,Red-breasted Merganser,Mergus serrator,666,7,US-RI,Washington,L166161,Trustom Pond NWR,41.372185,-71.58563,2019-02-16,01:55 PM,eBird - Traveling Count,75,1,3.,,18
S32846668,Red-breasted Merganser,Mergus serrator,666,4,US-ME,York,L167326,Biddeford Pool--East Point Sanctuary,43.4470928,-70.3369403,2016-12-03,01:30 PM,eBird - Traveling Count,90,1,1.287,,4
S25932548,Ruddy Duck,Oxyura jamaicensis,674,150,US-ME,Androscoggin,L466262,Sabattus Pond,44.1283834,-70.0992966,2015-10-31,,eBird - Casual Observation,0,0
S26138956,Ruddy Duck,Oxyura jamaicensis,674,42,US-ME,Androscoggin,L466262,Sabattus Pond,44.1283834,-70.0992966,2015-12-05,02:43 PM,eBird - Stationary Count,60,1,,,2,,Diffuse group starting near water mill near Martin's Point and shifting towards the center of the pond
S32297342,Ruddy Duck,Oxyura jamaicensis,674,X,US-ME,Androscoggin,L466262,Sabattus Pond,44.1283834,-70.0992966,2016-10-30,01:56 PM,eBird - Stationary Count,30,1,,,2,,,No SAGU
S32380386,Ruddy Duck,Oxyura jamaicensis,674,600,US-ME,Androscoggin,L466262,Sabattus Pond,44.1283834,-70.0992966,2016-11-05,11:50 AM,eBird - Traveling Count,120,1,3.219,,6,,Very Conservative
S26875883,Ruddy Duck,Oxyura jamaicensis,674,1,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-01-13,12:45 PM,eBird - Stationary Count,30,1,,,1
S26891112,Ruddy Duck,Oxyura jamaicensis,674,1,US-CT,Fairfield,L1480416,Fairweather Island,41.1413776,-73.2154154,2016-01-14,01:00 PM,eBird - Stationary Count,120,1,,,1
S33163656,Ruddy Duck,Oxyura jamaicensis,674,1,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2016-12-23,12:30 PM,eBird - Stationary Count,10,1,,,1
S57868187,Ruddy Duck,Oxyura jamaicensis,674,5,US-CA,Los Angeles,L160935,Ballona Freshwater Marsh,33.9701285,-118.4305573,2019-07-02,09:15 AM,eBird - Traveling Count,45,1,.483,,2
S35362804,Ruddy Duck,Oxyura jamaicensis,674,6,US-CA,San Mateo,L3267660,Anza Lagoon,37.5915194,-122.3436856,2017-03-22,05:00 PM,eBird - Traveling Count,60,1,3.219,,1,,,Includes walk down public shore path to beach to the north
S35278654,Ruddy Duck,Oxyura jamaicensis,674,8,US-CA,San Mateo,L5590603,US-California-Burlingame-620 Airport Boulevard - 37.59x-122.343,37.5901191,-122.3431229,2017-03-19,09:43 AM,eBird - Stationary Count,2,1,,,2
S35319370,Ruddy Duck,Oxyura jamaicensis,674,1,US-CA,Santa Clara,L1884681,Lake Lagunita (SCL Co.),37.4223551,-122.17623,2017-03-20,05:32 PM,eBird - Traveling Count,40,1,.805,,2
S50911062,Ruddy Duck,Oxyura jamaicensis,674,15,US-MA,Suffolk,L392029,Jamaica Pond,42.3171461,-71.1202526,2018-12-22,01:00 PM,eBird - Traveling Count,40,1,1.207,,3
S39684361,Andean Duck (ferruginea),Oxyura ferruginea ferruginea,677,2,EC-N,,L683386,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),-.5139473,-78.1866074,2017-10-07,06:00 AM,eBird - Traveling Count,300,1,8.047,,4
S39112495,Crested Guan,Penelope purpurascens,803,2,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-09-10,07:49 AM,eBird - Traveling Count,390,1,2.414,,2
S39315072,Crested Guan,Penelope purpurascens,803,2,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-09-21,08:00 AM,eBird - Traveling Count,180,1,2.414,,2
S39517604,Crested Guan,Penelope purpurascens,803,4,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-10-02,11:50 AM,eBird - Stationary Count,8,1,,,1
S40248385,Crested Guan,Penelope purpurascens,803,3,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-11-01,12:45 PM,eBird - Traveling Count,39,1,.805,,1
S40263779,Crested Guan,Penelope purpurascens,803,2,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-11-02,08:30 AM,eBird - Traveling Count,226,1,2.511,,1
S40045080,Wattled Guan,Aburria aburri,827,1,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-10-21,07:22 AM,eBird - Traveling Count,240,1,1.143,,1
S40066223,Wattled Guan,Aburria aburri,827,1,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-10-22,08:00 AM,eBird - Stationary Count,120,1,,,1,,Heard only
S40298139,Wattled Guan,Aburria aburri,827,1,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-11-04,06:15 AM,eBird - Stationary Count,300,1,,,1
S40416394,Wattled Guan,Aburria aburri,827,1,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-11-10,06:45 AM,eBird - Stationary Count,242,1,,,1,,Heard only
S40541653,Wattled Guan,Aburria aburri,827,1,EC-P,,L493675,Milpe Bird Sanctuary,.033327,-78.868451,2017-11-14,08:00 AM,eBird - Stationary Count,135,1,,,1
S39354069,Wattled Guan,Aburria aburri,827,1,EC-P,,L6293338,Pachijal Drive,.0529575,-78.7983227,2017-09-23,02:25 PM,eBird - Traveling Count,240,1,8.047,,2
S30918216,Chukar,Alectoris chukar,1214,2,US-ME,Cumberland,L4828154,Harpswell Apartments,43.9033224,-69.9570787,2016-07-31,11:52 AM,eBird - Stationary Count,30,1,,,4,,Timid and clean -- escapees?,<br />Submitted from eBird Android 1.2.3,31808301
S47291675,Red Junglefowl,Gallus gallus,1347,1,ID-NU,Bali,L4186909,Jatiluwih Rice Terraces,-8.3696687,115.1303244,2018-07-19,10:00 AM,eBird - Traveling Count,60,1,1.609,,1
S27334623,Ruffed Grouse,Bonasa umbellus,1590,1,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2016-02-06,01:31 PM,eBird - Traveling Count,95,1,4.828,,4,,,<br />Submitted from eBird Android 1.0.1
S38561905,Willow Ptarmigan,Lagopus lagopus,1618,X,CA-MB,Churchill and Northern Manitoba,L551010,Churchill--Churchill Northern Studies Centre,58.7340939,-93.8174057,2017-06-02,,Historical,,0,,,,,"Male only, conflict and perching","CNSC Room 11 Window List, spanning 06/02/17 to 08/09/17. Counts not included"
S38367464,Willow Ptarmigan,Lagopus lagopus,1618,2,CA-MB,Churchill and Northern Manitoba,L5958586,Churchill--Eastern Estuary,58.7714747,-93.8154745,2017-07-28,02:05 PM,IBA Canada (protocol),146,1,3.219,,2,FL Recently Fledged Young
S37479554,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L349495,Churchill--Landing Lake,58.70802,-94.05148,2017-06-08,10:02 AM,IBA Canada (protocol),109,1,1.,,2
S37389164,Willow Ptarmigan,Lagopus lagopus,1618,2,CA-MB,Churchill and Northern Manitoba,L558737,Churchill--Old Dump,58.7573396,-94.0307808,2017-06-04,11:27 AM,IBA Canada (protocol),30,1,.805,,3
S38290102,Willow Ptarmigan,Lagopus lagopus,1618,2,CA-MB,Churchill and Northern Manitoba,L984916,Churchill--Prince of Wales Fort NHS,58.7970708,-94.2132568,2017-07-21,08:15 AM,IBA Canada (protocol),565,1,4.828,,2,,,"Includes trip up from Crocket's Point. Counts are conservative, and a more robust survey is needed."
S37479593,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L5923411,Churchill--Pulsa Road,58.7328944,-93.7886178,2017-06-08,08:34 AM,IBA Canada (protocol),41,1,2.414,,2
S37479696,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L5923411,Churchill--Pulsa Road,58.7328944,-93.7886178,2017-06-08,03:09 PM,IBA Canada (protocol),62,1,1.609,,2
S37557726,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L5923411,Churchill--Pulsa Road,58.7328944,-93.7886178,2017-06-12,02:56 PM,IBA Canada (protocol),60,1,3.219,,2
S38561493,Willow Ptarmigan,Lagopus lagopus,1618,5,CA-MB,Churchill and Northern Manitoba,L551924,Churchill--Ramsey Trail,58.7340048,-93.7885666,2017-08-08,02:40 PM,IBA Canada (protocol),99,1,1.609,,2,FL Recently Fledged Young
S37341865,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L349500,Churchill--Twin Lakes,58.63109,-93.81768,2017-06-02,03:41 PM,eBird - Traveling Count,20,1,.322,,2
S37410636,Willow Ptarmigan,Lagopus lagopus,1618,2,CA-MB,Churchill and Northern Manitoba,L349500,Churchill--Twin Lakes,58.63109,-93.81768,2017-06-05,04:05 PM,IBA Canada (protocol),14,1,.322,,2
S37784120,Willow Ptarmigan,Lagopus lagopus,1618,1,CA-MB,Churchill and Northern Manitoba,L349501,Churchill--Twin Lakes Rd.,58.69846,-93.85119,2017-06-24,08:31 PM,IBA Canada (protocol),35,1,.322,,3
S35951513,Wild Turkey,Meleagris gallopavo,1706,1,US-ME,Cumberland,L5696130, Durham Road ,43.918738,-70.0388214,2017-04-14,01:00 PM,eBird - Traveling Count,120,1,2.414,,10
S30362387,Wild Turkey,Meleagris gallopavo,1706,4,US-ME,Cumberland,L251783,Gilsland Farm Audubon Center,43.7066997,-70.2417581,2016-06-23,04:15 PM,eBird - Traveling Count,60,1,2.414,,1,,,<br />Submitted from eBird Android 1.2.3
S30499424,Wild Turkey,Meleagris gallopavo,1706,13,US-ME,Cumberland,L251783,Gilsland Farm Audubon Center,43.7066997,-70.2417581,2016-07-02,01:59 PM,eBird - Traveling Count,80,1,3.219,,3,,,<br />Submitted from eBird Android 1.2.3
S30946652,Wild Turkey,Meleagris gallopavo,1706,7,US-ME,Cumberland,L251783,Gilsland Farm Audubon Center,43.7066997,-70.2417581,2016-08-02,10:00 AM,eBird - Traveling Count,80,1,1.609,,5,,,<br />Submitted from eBird Android 1.2.3
S30010896,Wild Turkey,Meleagris gallopavo,1706,1,US-CT,Fairfield,L280564,Sherwood Island State Park,41.1157809,-73.3305955,2016-05-31,12:06 PM,eBird - Traveling Count,109,1,3.219,,1,,,<br />Submitted from eBird Android 1.2.1
S28508634,Wild Turkey,Meleagris gallopavo,1706,12,US-CT,New Haven,L109158,Silver Sands SP,41.2,-73.0666667,2016-03-23,07:00 PM,eBird - Traveling Count,40,1,1.609,,1
S30029439,Wild Turkey,Meleagris gallopavo,1706,1,US-CT,New Haven,L109158,Silver Sands SP,41.2,-73.0666667,2016-06-01,03:11 PM,eBird - Traveling Count,60,1,3.219,,2,,,<br />Submitted from eBird Android 1.2.1
S31515470,Wild Turkey,Meleagris gallopavo,1706,8,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2016-09-09,06:05 PM,eBird - Traveling Count,60,1,1.609,,2,,,<br />Submitted from eBird Android 1.2.5
S33887351,Pied-billed Grebe,Podilymbus podiceps,1756,5,US-NC,Buncombe,L166279,Beaver Lake Bird Sanctuary,35.633465,-82.55752,2017-01-16,01:00 PM,eBird - Traveling Count,60,1,.805,,5
S36688260,Pied-billed Grebe,Podilymbus podiceps,1756,1,US-ME,Cumberland,L964958,Brunswick Town Commons,43.8881545,-69.9516062,2017-05-09,12:04 PM,eBird - Traveling Count,120,1,2.414,,2
S57868187,Pied-billed Grebe,Podilymbus podiceps,1756,3,US-CA,Los Angeles,L160935,Ballona Freshwater Marsh,33.9701285,-118.4305573,2019-07-02,09:15 AM,eBird - Traveling Count,45,1,.483,,2
S63570777,Pied-billed Grebe,Podilymbus podiceps,1756,1,US-CT,New Haven,L10491080,Orange - Lake Wepawaug,41.280392,-73.0433699,2020-01-19,04:03 PM,eBird - Stationary Count,10,1,,,2
S35311928,Pied-billed Grebe,Podilymbus podiceps,1756,1,US-CA,San Francisco,L2206127,Golden Gate Park--Japanese Tea Garden,37.7703786,-122.4701411,2017-03-20,04:34 PM,eBird - Traveling Count,40,1,1.609,,2
S35313781,Pied-billed Grebe,Podilymbus podiceps,1756,1,US-CA,San Francisco,L499374,Golden Gate Park--Stow Lake,37.7675496,-122.4734026,2017-03-20,04:39 PM,eBird - Traveling Count,72,1,2.414,,2
S32381133,Horned Grebe,Podiceps auritus,1767,1,US-ME,Androscoggin,L1332223,Sabattus Pond--Martin Point Park,44.1251572,-70.1063512,2016-11-05,01:57 PM,eBird - Stationary Count,30,1,,,6
S38561905,Horned Grebe,Podiceps auritus,1767,X,CA-MB,Churchill and Northern Manitoba,L551010,Churchill--Churchill Northern Studies Centre,58.7340939,-93.8174057,2017-06-02,,Historical,,0,,,,,Pair present in mid-June,"CNSC Room 11 Window List, spanning 06/02/17 to 08/09/17. Counts not included"
S37843695,Horned Grebe,Podiceps auritus,1767,2,CA-MB,Churchill and Northern Manitoba,L349489,Churchill--Hydro road,58.68897,-94.13593,2017-06-27,07:43 PM,IBA Canada (protocol),163,1,8.047,,3
S26960679,Horned Grebe,Podiceps auritus,1767,1,US-CT,Fairfield,L480147,Burying Hill Beach,41.1157344,-73.3192134,2016-01-17,12:00 PM,eBird - Stationary Count,30,1,,,4
S28217952,Horned Grebe,Podiceps auritus,1767,1,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2016-03-14,02:30 PM,eBird - Stationary Count,31,1,,,1,,,"<br />Submitted from eBird for iOS, version 1.1.5 Build 44"
S42484418,Horned Grebe,Podiceps auritus,1767,2,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2018-02-04,10:55 AM,eBird - Stationary Count,10,1,,,1
S42495686,Horned Grebe,Podiceps auritus,1767,4,US-CT,Fairfield,L4382787,Fayerweather Apts.,41.153765,-73.219202,2018-02-04,04:10 PM,eBird - Stationary Count,12,1,,,1
S63570651,Horned Grebe,Podiceps auritus,1767,3,US-RI,Newport,L231740,Beavertail State Park,41.4500329,-71.3990868,2020-01-19,12:10 PM,eBird - Traveling Count,135,1,1.609,,2
S52774687,Horned Grebe,Podiceps auritus,1767,4,US-RI,Newport,L140043,Sachuest Point NWR,41.4799232,-71.2431946,2019-02-16,10:30 AM,eBird - Traveling Count,140,1,3.5,,18
S25932591,Horned Grebe,Podiceps auritus,1767,12,US-ME,Sagadahoc,L332411,Popham Beach SP,43.7358483,-69.7985888,2015-11-08,,eBird - Casual Observation,0,0
S25760648,Horned Grebe,Podiceps auritus,1767,30,US-ME,Sagadahoc,L332411,Popham Beach SP,43.7358483,-69.7985888,2015-11-08,01:15 PM,eBird - Traveling Count,75,1,.644,,4,,,"Low tide. Walked from parking lot to island and back, with most time spent near the island. All numbers estimates unless otherwise noted."
S32502457,Horned Grebe,Podiceps auritus,1767,4,US-ME,Sagadahoc,L332411,Popham Beach SP,43.7358483,-69.7985888,2016-11-12,11:59 AM,eBird - Traveling Count,90,1,1.609,,4
S25935894,Horned Grebe,Podiceps auritus,1767,6,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2015-11-21,02:00 PM,eBird - Traveling Count,130,1,3.219,,4
S27334623,Horned Grebe,Podiceps auritus,1767,4,US-ME,Sagadahoc,L165940,"Reid SP, Georgetown",43.7876805,-69.7235091,2016-02-06,01:31 PM,eBird - Traveling Count,95,1,4.828,,4,,,<br />Submitted from eBird Android 1.0.1
S32846668,Horned Grebe,Podiceps auritus,1767,2,US-ME,York,L167326,Biddeford Pool--East Point Sanctuary,43.4470928,-70.3369403,2016-12-03,01:30 PM,eBird - Traveling Count,90,1,1.287,,4
S57801672,Red-necked Grebe,Podiceps grisegena,1770,3,US-AK,Anchorage,L3678872,Potter Marsh SE end (MP A11.5 Seward Hwy),61.0559178,-149.7986537,2019-06-29,06:30 PM,eBird - Traveling Count,90,1,3.541,,1,,,Includes north boardwalk and SE end
S57790989,Red-necked Grebe,Podiceps grisegena,1770,4,US-AK,Anchorage,L716993,Tony Knowles Coastal Trail--Chester Creek to Fish Creek,61.2066445,-149.9292961,2019-06-28,08:45 PM,eBird - Traveling Count,150,1,4.828,,1,FL Recently Fledged Young
S57671731,Red-necked Grebe,Podiceps grisegena,1770,4,US-AK,Anchorage,L159273,Tony Knowles Coastal Trail--Chester Creek to Ship Creek,61.2155506,-149.9119878,2019-06-24,09:30 PM,eBird - Traveling Count,59,1,3.219,,1
S57680088,Red-necked Grebe,Podiceps grisegena,1770,8,US-AK,Anchorage,L159273,Tony Knowles Coastal Trail--Chester Creek to Ship Creek,61.2155506,-149.9119878,2019-06-25,06:40 AM,eBird - Traveling Count,67,1,2.414,,2
S32846668,Red-necked Grebe,Podiceps grisegena,1770,8,US-ME,York,L167326,Biddeford Pool--East Point Sanctuary,43.4470928,-70.3369403,2016-12-03,01:30 PM,eBird - Traveling Count,90,1,1.287,,4
